Image Name,Main Color 1,Main Color 1 %,Main Color 2,Main Color 2 %,Main Color 3,Main Color 3 %,Unique Color Count,Average Color
358510887327671.jpg,"[56, 73, 157]",62.77,"[233, 233, 229]",12.31,"[32, 30, 32]",15.89,1675,"[85.0644, 87.88562222222222, 141.72843333333333]"
3584527225170485.jpg,"[239, 241, 244]",55.08,"[206, 41, 51]",10.36,"[37, 46, 87]",7.21,2906,"[205.0295888888889, 188.80483333333333, 195.71983333333333]"
356709497495741.jpg,"[159, 151, 131]",17.47,"[29, 37, 18]",22.37,"[252, 251, 251]",16.08,4444,"[142.28273333333334, 150.6211111111111, 127.62626666666667]"
3626433274240597.jpg,"[22, 27, 40]",24.2,"[152, 148, 147]",18.88,"[245, 244, 244]",14.67,4754,"[106.94688888888889, 102.38074444444445, 106.52635555555555]"
364632576695668.jpg,"[211, 28, 41]",41.35,"[253, 253, 252]",18.58,"[188, 12, 20]",36.01,1875,"[211.661, 68.96814444444445, 77.01907777777778]"
3645840542349894.jpg,"[32, 43, 104]",33.82,"[228, 217, 216]",11.12,"[89, 107, 155]",20.78,4636,"[72.03007777777778, 73.16376666666666, 110.96323333333333]"
3675577982708764.jpg,"[68, 75, 123]",27.51,"[245, 245, 246]",5.93,"[142, 132, 142]",17.17,4941,"[99.13972222222222, 88.18348888888889, 104.22753333333333]"
368537596297150.jpg,"[174, 130, 138]",11.25,"[18, 13, 24]",37.26,"[247, 243, 244]",18.82,4327,"[94.84568888888889, 84.67865555555555, 99.1339]"
3690862731224896.jpg,"[118, 41, 54]",19.95,"[241, 236, 235]",9.26,"[66, 80, 132]",23.47,4100,"[82.21472222222222, 72.01101111111112, 106.00638888888889]"
3697845447210650.jpg,"[12, 19, 38]",27.33,"[212, 237, 246]",33.95,"[197, 157, 148]",7.6,4505,"[112.764, 124.2577, 139.97756666666666]"
3714002208743162.jpg,"[21, 57, 112]",10.88,"[248, 245, 246]",21.65,"[22, 12, 24]",37.18,4096,"[102.86152222222222, 90.02461111111111, 104.89192222222222]"
371869519100018.jpg,"[47, 58, 85]",18.35,"[212, 237, 246]",33.95,"[106, 122, 146]",12.78,4505,"[112.764, 124.2577, 139.97756666666666]"
372767155874082.jpg,"[244, 186, 21]",9.08,"[27, 74, 163]",37.54,"[110, 130, 212]",22.86,4585,"[85.28783333333334, 104.01187777777778, 151.47586666666666]"
373118959135783.jpg,"[185, 149, 120]",12.08,"[20, 29, 53]",35.67,"[53, 156, 244]",21.89,4558,"[87.90795555555556, 106.83066666666667, 129.51907777777777]"
3732790683608053.jpg,"[15, 38, 86]",19.99,"[239, 247, 252]",43.0,"[195, 137, 85]",3.12,2391,"[133.87187777777777, 146.0102222222222, 175.9323777777778]"
3734396046876744.jpg,"[23, 29, 48]",29.52,"[148, 174, 202]",20.87,"[68, 80, 90]",24.93,4668,"[101.65193333333333, 109.15165555555555, 121.5282888888889]"
3737094573208040.jpg,"[42, 55, 117]",54.43,"[245, 244, 242]",9.9,"[189, 160, 134]",12.8,3128,"[87.23506666666667, 84.04966666666667, 115.42553333333333]"
374184505726213.jpg,"[193, 6, 25]",3.5,"[185, 182, 180]",22.77,"[243, 242, 243]",30.03,3761,"[148.20925555555556, 138.12627777777777, 149.32396666666668]"
3758616754396609.jpg,"[185, 180, 191]",14.37,"[99, 105, 145]",14.02,"[29, 39, 78]",37.41,3788,"[130.09803333333332, 122.35132222222222, 146.48461111111112]"
3770828616466021.jpg,"[240, 241, 244]",54.45,"[155, 147, 151]",13.09,"[37, 45, 83]",6.49,2824,"[206.47003333333333, 187.61922222222222, 194.17626666666666]"
3770614776487528.jpg,"[22, 30, 79]",54.66,"[242, 240, 242]",7.16,"[151, 65, 66]",5.68,4123,"[68.83987777777777, 69.58137777777777, 111.16184444444444]"
378511278640622.jpg,"[246, 252, 235]",42.75,"[48, 128, 115]",17.74,"[178, 7, 15]",17.46,3586,"[166.65307777777778, 157.49658888888888, 146.29628888888888]"
3802425106710145.jpg,"[33, 32, 81]",54.87,"[244, 243, 244]",8.45,"[71, 82, 131]",24.08,3845,"[78.15212222222222, 73.99415555555555, 113.2167]"
380278398243452.jpg,"[25, 17, 33]",33.31,"[206, 155, 167]",12.87,"[151, 72, 99]",16.38,4734,"[113.47002222222223, 91.98901111111111, 112.07176666666666]"
381884908081787.jpg,"[183, 179, 190]",14.22,"[29, 39, 78]",37.38,"[235, 237, 241]",27.24,3788,"[130.09803333333332, 122.35132222222222, 146.48461111111112]"
380363791568686.jpg,"[174, 130, 138]",11.25,"[23, 56, 106]",12.23,"[247, 243, 244]",18.82,4327,"[94.84568888888889, 84.67865555555555, 99.1339]"
3849983828553434.jpg,"[130, 111, 121]",6.9,"[157, 186, 231]",40.75,"[39, 25, 53]",29.28,2938,"[136.9081888888889, 114.90304444444445, 143.4199111111111]"
3868501603469388.jpg,"[41, 56, 108]",35.08,"[247, 187, 19]",9.31,"[220, 209, 208]",7.65,4082,"[71.8887111111111, 75.22922222222222, 94.20512222222223]"
3877588245819352.jpg,"[74, 85, 140]",27.93,"[243, 242, 244]",9.04,"[19, 24, 52]",28.36,4427,"[75.8792888888889, 78.10466666666666, 110.6891]"
3877358089162172.jpg,"[254, 49, 50]",63.74,"[31, 30, 30]",14.32,"[235, 234, 228]",12.26,1571,"[207.43262222222222, 75.16793333333334, 78.1502888888889]"
387861777668767.jpg,"[211, 28, 41]",41.91,"[253, 253, 252]",18.58,"[228, 159, 158]",2.38,1875,"[211.661, 68.96814444444445, 77.01907777777778]"
391800767287276.jpg,"[249, 244, 237]",63.01,"[31, 27, 42]",15.94,"[166, 91, 101]",6.76,1955,"[201.59516666666667, 176.38253333333333, 176.8850888888889]"
400937982611607.jpg,"[182, 132, 95]",25.35,"[18, 21, 29]",29.87,"[242, 239, 240]",10.81,4706,"[105.37994444444445, 89.91367777777778, 83.59562222222222]"
3982840655326371.jpg,"[197, 198, 204]",14.45,"[239, 241, 244]",57.97,"[207, 36, 48]",13.32,2963,"[210.62564444444445, 186.9060111111111, 193.82125555555555]"
389960410539764.jpg,"[155, 103, 104]",15.83,"[13, 14, 33]",42.16,"[207, 27, 45]",5.06,3211,"[69.81041111111111, 54.473077777777775, 78.98837777777777]"
4011813245733183.jpg,"[33, 32, 81]",54.86,"[244, 243, 245]",8.4,"[154, 65, 65]",5.41,3845,"[78.15212222222222, 73.99415555555555, 113.2167]"
404716055557021.jpg,"[232, 28, 38]",41.5,"[55, 74, 152]",15.95,"[232, 232, 239]",7.36,2877,"[145.4447111111111, 55.946044444444446, 80.69433333333333]"
404868652169991.jpg,"[14, 15, 31]",48.61,"[153, 108, 108]",8.95,"[37, 43, 95]",33.09,3152,"[55.725233333333335, 52.48608888888889, 71.8959111111111]"
407154395286294.jpg,"[243, 242, 242]",30.29,"[193, 6, 25]",3.5,"[94, 93, 125]",23.07,3761,"[148.20925555555556, 138.12627777777777, 149.32396666666668]"
4095462177367329.jpg,"[118, 86, 116]",30.36,"[243, 241, 243]",7.17,"[19, 21, 49]",25.46,4911,"[87.94512222222222, 77.14737777777778, 104.03927777777778]"
410435365401486.jpg,"[30, 41, 85]",20.55,"[213, 206, 219]",9.99,"[27, 74, 163]",37.52,4585,"[85.28783333333334, 104.01187777777778, 151.47586666666666]"
412156044875276.jpg,"[239, 241, 244]",57.97,"[207, 36, 48]",13.32,"[197, 198, 204]",14.46,2963,"[210.62564444444445, 186.9060111111111, 193.82125555555555]"
412726784793802.jpg,"[181, 171, 165]",25.54,"[9, 8, 33]",27.91,"[143, 99, 100]",7.5,3156,"[121.79215555555555, 111.04205555555555, 118.38555555555556]"
419009693998702.jpg,"[67, 79, 134]",25.33,"[242, 240, 241]",7.22,"[22, 30, 80]",54.75,4123,"[68.83987777777777, 69.58137777777777, 111.16184444444444]"
420475814380423.jpg,"[75, 50, 43]",19.42,"[252, 252, 252]",16.87,"[9, 5, 23]",49.0,3352,"[80.08327777777778, 71.68727777777778, 77.7026]"
421498887008960.jpg,"[9, 9, 22]",38.32,"[247, 192, 13]",6.2,"[235, 232, 233]",6.4,3103,"[66.66558888888889, 59.21858888888889, 70.07277777777777]"
419978200628012.jpg,"[25, 8, 28]",39.04,"[150, 104, 125]",15.67,"[243, 231, 232]",14.88,4766,"[111.67243333333333, 85.51513333333334, 104.55555555555556]"
424114543366362.jpg,"[213, 32, 46]",10.25,"[18, 18, 20]",58.46,"[247, 244, 243]",7.93,2457,"[87.12406666666666, 62.01105555555556, 62.889633333333336]"
424705550184250.jpg,"[239, 241, 244]",55.29,"[206, 38, 49]",11.23,"[151, 141, 145]",12.67,2892,"[205.86062222222222, 187.43786666666668, 193.9822888888889]"
432766805962232.jpg,"[31, 43, 87]",29.45,"[220, 217, 239]",24.58,"[152, 153, 208]",20.68,4923,"[122.13978888888889, 124.75614444444444, 161.74337777777777]"
433760875801128.jpg,"[3, 25, 68]",39.12,"[144, 105, 113]",8.64,"[241, 146, 74]",12.43,3964,"[71.7589, 69.44847777777778, 94.31676666666667]"
434365219659774.jpg,"[222, 226, 228]",33.85,"[46, 62, 95]",21.68,"[111, 133, 159]",17.56,4412,"[116.82641111111111, 123.90804444444444, 140.4763888888889]"
439261082481645.jpg,"[68, 75, 123]",27.17,"[246, 245, 246]",5.92,"[47, 36, 42]",21.92,4941,"[99.13972222222222, 88.18348888888889, 104.22753333333333]"
450197661388763.jpg,"[239, 241, 244]",55.42,"[151, 141, 145]",12.63,"[36, 45, 82]",6.44,2892,"[205.86062222222222, 187.43786666666668, 193.9822888888889]"
440281328968986.jpg,"[213, 71, 51]",7.62,"[48, 6, 216]",62.61,"[64, 59, 70]",8.75,2464,"[70.63454444444444, 32.98041111111111, 166.79715555555555]"
450544591357693.jpg,"[116, 103, 74]",21.47,"[30, 32, 37]",44.78,"[192, 167, 128]",14.31,4484,"[113.55027777777778, 102.62725555555555, 77.13415555555555]"
453473417011403.jpg,"[186, 164, 171]",14.0,"[38, 37, 65]",32.81,"[243, 244, 247]",7.08,4733,"[105.04301111111111, 96.69113333333334, 120.23864444444445]"
459938440346315.jpg,"[110, 130, 212]",22.85,"[31, 41, 85]",20.65,"[244, 186, 21]",9.07,4585,"[85.28783333333334, 104.01187777777778, 151.47586666666666]"
454317064280256.jpg,"[58, 76, 135]",6.88,"[233, 244, 252]",38.89,"[205, 32, 47]",10.69,2758,"[138.9720888888889, 132.35972222222222, 162.0828]"
463737063168410.jpg,"[89, 107, 155]",20.77,"[32, 43, 104]",33.81,"[228, 217, 216]",11.11,4636,"[72.03007777777778, 73.16376666666666, 110.96323333333333]"
464306533082606.jpg,"[53, 156, 244]",21.89,"[20, 29, 53]",35.68,"[185, 149, 120]",12.09,4558,"[87.90795555555556, 106.83066666666667, 129.51907777777777]"
465981949608732.jpg,"[32, 43, 104]",33.8,"[228, 217, 216]",11.12,"[89, 107, 155]",20.77,4636,"[72.03007777777778, 73.16376666666666, 110.96323333333333]"
466892459499787.jpg,"[197, 157, 148]",7.6,"[12, 19, 38]",27.34,"[106, 122, 146]",12.76,4505,"[112.764, 124.2577, 139.97756666666666]"
467737866171047.jpg,"[48, 53, 66]",19.51,"[182, 131, 94]",26.15,"[242, 239, 239]",10.85,4706,"[105.37994444444445, 89.91367777777778, 83.59562222222222]"
467827469410121.jpg,"[25, 17, 33]",33.28,"[248, 244, 246]",17.48,"[50, 56, 97]",20.15,4734,"[113.47002222222223, 91.98901111111111, 112.07176666666666]"
468610902811222.jpg,"[14, 16, 31]",48.73,"[244, 187, 18]",3.21,"[237, 237, 239]",6.17,3152,"[55.725233333333335, 52.48608888888889, 71.8959111111111]"
468764782637626.jpg,"[18, 21, 29]",29.41,"[182, 131, 94]",25.74,"[242, 239, 239]",10.83,4706,"[105.37994444444445, 89.91367777777778, 83.59562222222222]"
470568839217452.jpg,"[167, 201, 229]",24.96,"[19, 15, 30]",22.01,"[47, 53, 98]",30.97,3513,"[98.22892222222222, 104.75105555555555, 133.09147777777778]"
473580178884564.jpg,"[67, 79, 134]",25.43,"[187, 167, 170]",7.07,"[22, 30, 79]",54.66,4123,"[68.83987777777777, 69.58137777777777, 111.16184444444444]"
474167862094010.jpg,"[48, 57, 100]",19.13,"[248, 244, 246]",17.42,"[207, 156, 168]",12.86,4734,"[113.47002222222223, 91.98901111111111, 112.07176666666666]"
473717302252862.jpg,"[228, 217, 216]",11.12,"[32, 43, 104]",33.8,"[89, 107, 155]",20.76,4636,"[72.03007777777778, 73.16376666666666, 110.96323333333333]"
474610935431398.jpg,"[20, 26, 54]",23.83,"[98, 123, 169]",26.47,"[237, 228, 226]",11.98,4558,"[85.60152222222223, 91.20694444444445, 122.95528888888889]"
479152651616366.jpg,"[201, 202, 208]",14.35,"[207, 39, 50]",11.61,"[37, 45, 83]",6.49,2824,"[206.47003333333333, 187.61922222222222, 194.17626666666666]"
474356868838307.jpg,"[22, 12, 24]",37.28,"[248, 245, 247]",21.6,"[100, 60, 76]",19.31,4096,"[102.86152222222222, 90.02461111111111, 104.89192222222222]"
480089774845344.jpg,"[247, 189, 16]",5.12,"[37, 43, 94]",31.56,"[153, 108, 105]",9.22,3218,"[60.4553, 55.74232222222222, 70.06334444444444]"
481456624834852.jpg,"[212, 237, 246]",33.95,"[12, 19, 38]",27.33,"[106, 122, 146]",12.77,4505,"[112.764, 124.2577, 139.97756666666666]"
481479841377270.jpg,"[253, 253, 253]",16.56,"[127, 93, 93]",20.25,"[48, 23, 38]",30.29,4136,"[137.03613333333334, 131.7292888888889, 140.6981888888889]"
481962561236266.jpg,"[49, 62, 104]",31.48,"[237, 227, 225]",12.02,"[98, 123, 169]",26.54,4558,"[85.60152222222223, 91.20694444444445, 122.95528888888889]"
482039407934917.jpg,"[149, 149, 163]",7.66,"[19, 13, 9]",52.31,"[247, 192, 8]",11.34,3227,"[89.09791111111112, 79.49816666666666, 62.54518888888889]"
482985577827441.jpg,"[12, 21, 33]",12.75,"[236, 28, 38]",49.79,"[249, 248, 250]",20.33,2029,"[186.75338888888888, 84.96781111111112, 96.94895555555556]"
483922257787721.jpg,"[249, 248, 250]",20.32,"[236, 28, 38]",49.79,"[12, 21, 33]",12.75,2029,"[186.75338888888888, 84.96781111111112, 96.94895555555556]"
484185661163522.jpg,"[191, 150, 141]",5.8,"[19, 24, 52]",28.36,"[243, 242, 244]",9.06,4427,"[75.8792888888889, 78.10466666666666, 110.6891]"
484896581121817.jpg,"[181, 201, 195]",14.42,"[55, 39, 26]",10.67,"[253, 254, 236]",53.29,2697,"[201.0999111111111, 195.56972222222223, 173.67915555555555]"
485447940929060.jpg,"[2, 11, 38]",45.69,"[227, 213, 205]",5.95,"[210, 31, 46]",9.3,3463,"[59.062733333333334, 48.13863333333333, 80.20456666666666]"
487556390822710.jpg,"[205, 197, 190]",26.8,"[9, 8, 33]",27.91,"[143, 99, 100]",7.5,3156,"[121.79215555555555, 111.04205555555555, 118.38555555555556]"
485409424470910.jpg,"[243, 236, 241]",7.92,"[8, 7, 11]",61.64,"[157, 107, 103]",8.43,2807,"[50.27384444444444, 37.76718888888889, 49.43107777777778]"
487568577495470.jpg,"[2, 2, 3]",31.11,"[39, 107, 177]",50.9,"[243, 243, 243]",10.44,1023,"[56.95642222222222, 86.05657777777778, 122.40441111111112]"
490555167088426.jpg,"[112, 133, 160]",17.53,"[11, 19, 45]",22.3,"[222, 226, 228]",33.81,4412,"[116.82641111111111, 123.90804444444444, 140.4763888888889]"
491079466843693.jpg,"[242, 241, 242]",12.48,"[21, 30, 53]",36.04,"[53, 156, 244]",21.9,4558,"[87.90795555555556, 106.83066666666667, 129.51907777777777]"
491269377069372.jpg,"[17, 20, 49]",21.25,"[194, 173, 174]",7.14,"[118, 89, 114]",31.38,4918,"[93.41871111111111, 83.528, 111.38678888888889]"
491459276969598.jpg,"[236, 28, 38]",49.79,"[249, 248, 250]",20.32,"[12, 21, 33]",12.75,2029,"[186.75338888888888, 84.96781111111112, 96.94895555555556]"
491959193639371.jpg,"[16, 19, 59]",29.77,"[237, 228, 226]",12.25,"[109, 118, 160]",23.33,3648,"[81.18397777777778, 79.45135555555555, 115.62128888888888]"
492743076842257.jpg,"[158, 199, 171]",12.16,"[20, 11, 13]",9.86,"[246, 252, 235]",42.81,3586,"[166.65307777777778, 157.49658888888888, 146.29628888888888]"
493269590318691.jpg,"[11, 4, 5]",46.6,"[250, 249, 249]",18.79,"[79, 78, 81]",13.87,2864,"[94.71111111111111, 75.60625555555555, 77.26578888888889]"
493749990074032.jpg,"[57, 76, 158]",41.67,"[224, 30, 41]",15.68,"[227, 228, 227]",7.45,2976,"[97.88573333333333, 68.736, 113.01998888888889]"
494577693188626.jpg,"[224, 30, 41]",15.68,"[57, 76, 158]",41.67,"[227, 228, 227]",7.43,2976,"[97.88573333333333, 68.736, 113.01998888888889]"
495409656713072.jpg,"[137, 71, 59]",7.55,"[16, 22, 68]",46.12,"[239, 230, 227]",9.99,4181,"[67.62605555555555, 67.68737777777778, 105.82073333333334]"
496267696615335.jpg,"[239, 241, 244]",57.97,"[207, 36, 48]",13.32,"[38, 45, 79]",6.7,2963,"[210.62564444444445, 186.9060111111111, 193.82125555555555]"
496385859698840.jpg,"[109, 99, 125]",19.66,"[142, 159, 190]",33.06,"[241, 232, 230]",5.7,4765,"[108.07497777777778, 115.48806666666667, 141.3889]"
496542316460433.jpg,"[98, 105, 145]",13.9,"[235, 237, 241]",27.21,"[29, 39, 78]",37.38,3788,"[130.09803333333332, 122.35132222222222, 146.48461111111112]"
496662739787047.jpg,"[2, 11, 38]",45.69,"[210, 31, 46]",9.3,"[126, 103, 113]",11.37,3463,"[59.062733333333334, 48.13863333333333, 80.20456666666666]"
496681496306220.jpg,"[24, 8, 28]",38.79,"[201, 165, 178]",13.95,"[150, 104, 125]",15.91,4766,"[111.67243333333333, 85.51513333333334, 104.55555555555556]"
498429623056998.jpg,"[199, 198, 204]",14.26,"[151, 141, 145]",12.63,"[206, 38, 49]",11.24,2892,"[205.86062222222222, 187.43786666666668, 193.9822888888889]"
497141493082210.jpg,"[38, 50, 111]",24.92,"[238, 229, 227]",10.06,"[137, 71, 59]",7.55,4181,"[67.62605555555555, 67.68737777777778, 105.82073333333334]"
498628302887836.jpg,"[112, 100, 125]",19.53,"[35, 56, 107]",36.45,"[241, 232, 230]",5.71,4765,"[108.07497777777778, 115.48806666666667, 141.3889]"
498871589441353.jpg,"[35, 41, 90]",36.28,"[154, 105, 102]",12.82,"[235, 232, 234]",6.39,3103,"[66.66558888888889, 59.21858888888889, 70.07277777777777]"
500021252958309.jpg,"[19, 26, 81]",58.88,"[184, 164, 168]",7.0,"[134, 64, 65]",7.73,3843,"[63.39381111111111, 63.94151111111111, 107.64971111111112]"
500080626320314.jpg,"[131, 127, 153]",27.68,"[40, 49, 86]",48.28,"[244, 246, 248]",7.04,4128,"[101.24457777777778, 97.57165555555555, 122.94571111111111]"
500753769408324.jpg,"[37, 42, 93]",32.21,"[156, 106, 107]",10.31,"[210, 31, 46]",9.14,3025,"[67.38254444444445, 47.65582222222222, 71.14528888888889]"
500573306311099.jpg,"[26, 35, 82]",50.28,"[191, 164, 162]",8.52,"[71, 84, 137]",32.86,4023,"[72.5143, 75.67717777777777, 117.20853333333334]"
501001969484772.jpg,"[29, 27, 34]",33.4,"[130, 118, 120]",24.07,"[238, 220, 215]",10.61,4880,"[93.55987777777777, 81.12471111111111, 82.91478888888889]"
501627062665974.jpg,"[199, 198, 204]",14.26,"[36, 45, 82]",6.44,"[239, 241, 244]",55.42,2892,"[205.86062222222222, 187.43786666666668, 193.9822888888889]"
501094989402659.jpg,"[18, 22, 52]",27.25,"[240, 232, 231]",9.33,"[28, 39, 105]",49.5,4155,"[61.55918888888889, 62.2011, 103.94875555555555]"
501576275826744.jpg,"[16, 22, 68]",46.1,"[137, 71, 59]",7.55,"[132, 134, 162]",12.24,4181,"[67.62605555555555, 67.68737777777778, 105.82073333333334]"
502908778812317.jpg,"[20, 22, 53]",26.42,"[228, 217, 216]",11.12,"[89, 107, 155]",20.77,4636,"[72.03007777777778, 73.16376666666666, 110.96323333333333]"
503282622650234.jpg,"[98, 104, 145]",13.86,"[235, 237, 241]",27.3,"[207, 41, 56]",7.26,3788,"[130.09803333333332, 122.35132222222222, 146.48461111111112]"
503404289311622.jpg,"[198, 160, 153]",6.63,"[63, 75, 138]",48.76,"[21, 22, 44]",30.56,3672,"[78.37461111111111, 76.9306, 113.14923333333333]"
504027735892791.jpg,"[36, 25, 47]",19.45,"[243, 236, 241]",7.93,"[178, 19, 173]",2.95,2807,"[50.27384444444444, 37.76718888888889, 49.43107777777778]"
504820102091350.jpg,"[50, 54, 68]",19.72,"[182, 132, 95]",25.29,"[242, 239, 240]",10.8,4706,"[105.37994444444445, 89.91367777777778, 83.59562222222222]"
507426178649645.jpg,"[9, 9, 22]",38.31,"[154, 105, 102]",12.83,"[35, 41, 90]",36.28,3103,"[66.66558888888889, 59.21858888888889, 70.07277777777777]"
510585161713458.jpg,"[239, 241, 244]",55.01,"[206, 39, 49]",11.24,"[37, 45, 82]",6.46,2892,"[205.86062222222222, 187.43786666666668, 193.9822888888889]"
511406708094377.jpg,"[224, 30, 41]",15.68,"[57, 76, 158]",41.67,"[227, 228, 227]",7.45,2976,"[97.88573333333333, 68.736, 113.01998888888889]"
511419631285173.jpg,"[244, 187, 18]",3.21,"[14, 16, 31]",48.74,"[153, 108, 109]",8.94,3152,"[55.725233333333335, 52.48608888888889, 71.8959111111111]"
510600455253822.jpg,"[30, 32, 37]",44.77,"[243, 235, 221]",11.18,"[248, 189, 15]",8.29,4484,"[113.55027777777778, 102.62725555555555, 77.13415555555555]"
512154444540129.jpg,"[75, 88, 141]",37.01,"[245, 246, 248]",9.29,"[36, 34, 76]",43.31,3768,"[87.04918888888889, 85.19205555555556, 123.20456666666666]"
512745307957591.jpg,"[53, 156, 244]",21.9,"[90, 76, 67]",17.65,"[242, 241, 242]",12.46,4558,"[87.90795555555556, 106.83066666666667, 129.51907777777777]"
513424944585330.jpg,"[20, 26, 54]",23.81,"[98, 123, 169]",26.48,"[237, 228, 226]",11.99,4558,"[85.60152222222223, 91.20694444444445, 122.95528888888889]"
514332224536922.jpg,"[36, 34, 76]",43.31,"[75, 88, 141]",37.01,"[194, 167, 164]",8.41,3768,"[87.04918888888889, 85.19205555555556, 123.20456666666666]"
513900968027156.jpg,"[70, 88, 123]",37.1,"[20, 26, 62]",35.88,"[247, 189, 16]",5.95,4524,"[85.00457777777778, 89.57346666666666, 105.88663333333334]"
514470131435738.jpg,"[244, 242, 242]",12.65,"[41, 52, 90]",34.97,"[140, 175, 180]",16.94,4729,"[111.65698888888889, 115.4669, 124.7638]"
516425197557215.jpg,"[9, 9, 22]",38.31,"[234, 232, 233]",6.4,"[35, 41, 90]",36.26,3103,"[66.66558888888889, 59.21858888888889, 70.07277777777777]"
516589710853420.jpg,"[9, 9, 22]",38.31,"[234, 232, 233]",6.4,"[35, 41, 90]",36.26,3103,"[66.66558888888889, 59.21858888888889, 70.07277777777777]"
516624697716304.jpg,"[182, 131, 94]",26.22,"[48, 52, 66]",19.53,"[242, 239, 239]",10.85,4706,"[105.37994444444445, 89.91367777777778, 83.59562222222222]"
518510350764872.jpg,"[151, 142, 146]",12.83,"[239, 241, 244]",55.01,"[206, 39, 49]",11.24,2892,"[205.86062222222222, 187.43786666666668, 193.9822888888889]"
518664640571685.jpg,"[197, 157, 148]",7.58,"[48, 58, 85]",18.33,"[12, 19, 38]",27.41,4505,"[112.764, 124.2577, 139.97756666666666]"
518719930516897.jpg,"[206, 155, 167]",12.87,"[25, 17, 33]",33.29,"[248, 244, 246]",17.52,4734,"[113.47002222222223, 91.98901111111111, 112.07176666666666]"
518911920748194.jpg,"[22, 40, 91]",24.93,"[233, 244, 251]",39.06,"[40, 59, 122]",16.76,2758,"[138.9720888888889, 132.35972222222222, 162.0828]"
519521693766444.jpg,"[35, 39, 75]",40.19,"[152, 71, 70]",6.29,"[246, 247, 248]",6.96,3827,"[93.34751111111112, 93.24614444444444, 126.76213333333334]"
521148673719008.jpg,"[158, 133, 51]",26.59,"[250, 248, 242]",21.87,"[45, 116, 148]",14.35,4561,"[148.4251111111111, 149.0671111111111, 122.87116666666667]"
521794700503517.jpg,"[196, 158, 151]",6.61,"[63, 75, 138]",48.74,"[20, 22, 44]",30.53,3672,"[78.37461111111111, 76.9306, 113.14923333333333]"
522113243732275.jpg,"[251, 249, 247]",16.25,"[113, 92, 34]",20.05,"[230, 177, 110]",12.18,4737,"[153.06457777777777, 120.56398888888889, 72.43704444444444]"
522116667155047.jpg,"[112, 80, 79]",27.86,"[245, 245, 246]",5.93,"[46, 35, 42]",21.63,4941,"[99.13972222222222, 88.18348888888889, 104.22753333333333]"
522118093515579.jpg,"[35, 41, 90]",36.28,"[154, 105, 102]",12.82,"[247, 192, 13]",6.2,3103,"[66.66558888888889, 59.21858888888889, 70.07277777777777]"
522364480207194.jpg,"[253, 254, 236]",53.29,"[56, 39, 26]",10.73,"[121, 139, 134]",7.17,2697,"[201.0999111111111, 195.56972222222223, 173.67915555555555]"
522647463496669.jpg,"[14, 15, 31]",48.61,"[238, 237, 239]",6.15,"[153, 108, 108]",8.95,3152,"[55.725233333333335, 52.48608888888889, 71.8959111111111]"
522465916859444.jpg,"[22, 30, 79]",54.64,"[242, 240, 241]",7.25,"[67, 79, 134]",25.41,4123,"[68.83987777777777, 69.58137777777777, 111.16184444444444]"
524017363366135.jpg,"[23, 33, 58]",22.37,"[245, 185, 26]",8.31,"[216, 213, 236]",22.14,4806,"[123.33383333333333, 123.49634444444445, 150.41825555555556]"
524356163787294.jpg,"[42, 55, 117]",54.41,"[245, 244, 242]",9.91,"[189, 160, 134]",12.88,3128,"[87.23506666666667, 84.04966666666667, 115.42553333333333]"
526705799754945.jpg,"[39, 24, 52]",28.63,"[158, 125, 128]",6.58,"[224, 30, 41]",15.68,2976,"[97.88573333333333, 68.736, 113.01998888888889]"
526985140285784.jpg,"[146, 72, 68]",6.72,"[63, 75, 138]",48.75,"[248, 238, 236]",7.38,3672,"[78.37461111111111, 76.9306, 113.14923333333333]"
526887569785485.jpg,"[90, 107, 155]",20.79,"[228, 217, 215]",11.12,"[20, 22, 53]",26.34,4636,"[72.03007777777778, 73.16376666666666, 110.96323333333333]"
527395873272987.jpg,"[239, 241, 244]",55.07,"[37, 46, 87]",7.21,"[155, 147, 151]",13.05,2906,"[205.0295888888889, 188.80483333333333, 195.71983333333333]"
528556699871363.jpg,"[160, 74, 65]",7.42,"[42, 55, 117]",54.43,"[245, 244, 242]",9.9,3128,"[87.23506666666667, 84.04966666666667, 115.42553333333333]"
529368666312654.jpg,"[20, 42, 103]",25.51,"[254, 254, 254]",65.84,"[194, 192, 206]",3.31,973,"[187.27386666666666, 189.57181111111112, 206.79166666666666]"
529205106218030.jpg,"[185, 183, 180]",22.79,"[20, 7, 26]",20.54,"[243, 242, 243]",30.01,3761,"[148.20925555555556, 138.12627777777777, 149.32396666666668]"
528579666421064.jpg,"[32, 43, 104]",33.8,"[228, 217, 215]",11.12,"[90, 107, 155]",20.79,4636,"[72.03007777777778, 73.16376666666666, 110.96323333333333]"
530368132863595.jpg,"[217, 214, 237]",17.22,"[62, 77, 145]",25.18,"[136, 138, 194]",24.44,4703,"[114.76397777777778, 116.13407777777778, 146.2048111111111]"
532351562536738.jpg,"[214, 172, 125]",24.98,"[34, 42, 73]",23.49,"[236, 237, 240]",7.53,4616,"[113.29658888888889, 96.9897, 89.3792111111111]"
533287785844161.jpg,"[118, 86, 115]",30.4,"[19, 21, 49]",25.45,"[243, 242, 244]",7.1,4911,"[87.94512222222222, 77.14737777777778, 104.03927777777778]"
